Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
female-biased	GO:0098813	nuclear chromosome segregation	62/764	279/12994	2.46389397895471e-20	8.19132752821578e-18	7.83023148718525e-18	ASPM/ATM/AURKA/BRIP1/BUB1/BUB1B/CCNB1/CCNB2/CDC6/CDCA8/CDK5RAP2/CENPC/CENPE/CENPF/CENPK/CEP192/CEP97/CHEK2/DLGAP5/DMC1/ECT2/ESPL1/FANCD2/GEN1/INCENP/KIF11/KIF14/KIF18A/KIF18B/KIF23/KIF2C/KIFC1/KNTC1/MAP3K20/MSH5/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/NUSAP1/PLK1/PRC1/RACGAP1/SGO1/SKA1/SKA3/SMARCC1/SMC2/SMC4/SPAG5/SPC25/SYCE2/SYCP1/TEX14/TEX15/TOP2A/TPX2/TTK/ZWINT	62
female-biased	GO:0000070	mitotic sister chromatid segregation	46/764	173/12994	1.21665198829256e-18	3.70774693432159e-16	3.54429934484176e-16	ATM/BUB1/BUB1B/CCNB1/CDCA8/CDK5RAP2/CENPC/CENPE/CENPF/CENPK/CEP192/CEP97/CHEK2/DLGAP5/ESPL1/GEN1/INCENP/KIF11/KIF14/KIF18A/KIF18B/KIF23/KIF2C/KIFC1/KNTC1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/NUSAP1/PLK1/PRC1/RACGAP1/SKA1/SKA3/SMC2/SMC4/SPAG5/SPC25/TEX14/TPX2/TTK/ZWINT	46
female-biased	GO:0000819	sister chromatid segregation	50/764	213/12994	1.15563244390166e-17	3.25088295949875e-15	3.10757517910722e-15	ATM/BUB1/BUB1B/CCNB1/CDC6/CDCA8/CDK5RAP2/CENPC/CENPE/CENPF/CENPK/CEP192/CEP97/CHEK2/DLGAP5/ESPL1/GEN1/INCENP/KIF11/KIF14/KIF18A/KIF18B/KIF23/KIF2C/KIFC1/KNTC1/MAP3K20/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/NUSAP1/PLK1/PRC1/RACGAP1/SKA1/SKA3/SMARCC1/SMC2/SMC4/SPAG5/SPC25/TEX14/TOP2A/TPX2/TTK/ZWINT	50
female-biased	GO:0051606	detection of stimulus	51/764	228/12994	4.80710201870577e-17	1.25568372017193e-14	1.20032975970841e-14	ADGRV1/CA6/CLEC7A/ITGA2/LHFPL5/OR10G3/OR10H1/OR10H5/OR11A1/OR14J1/OR1D2/OR1I1/OR1M1/OR2A5/OR2AG1/OR2AT4/OR2G6/OR2M3/OR2M4/OR2T12/OR2V2/OR4D9/OR4F17/OR52E4/OR52K1/OR56A1/OR5A1/OR5A2/OR5AN1/OR5AU1/OR5H14/OR6B1/OR6C4/OR6C75/OR6J1/OR6Y1/OR7A17/OR7C1/OR7D4/OR8A1/OR8D1/OR8G1/PKD2L2/RGR/SAG/SCN11A/TAS2R10/TAS2R4/TAS2R5/TIMELESS/YAP1	51
female-biased	GO:0000075	cell cycle checkpoint signaling	43/764	172/12994	1.98530303580102e-16	4.84016880128288e-14	4.626800969751e-14	ATM/BLM/BRCA1/BRCA2/BRIP1/BUB1/BUB1B/CCNB1/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/DNA2/DTL/E2F7/EME1/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/SPC25/STK33/TEX14/TICRR/TIMELESS/TTK/USP28/ZWINT	43
female-biased	GO:1901987	regulation of cell cycle phase transition	67/764	383/12994	4.02533863241929e-16	9.20041461172333e-14	8.79483526201608e-14	ANLN/ATAD5/ATM/ATP2B4/AURKA/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CDC14A/CDC25C/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DLGAP5/DNA2/DTL/E2F7/EME1/ESPL1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KIF14/KNTC1/MAP3K20/MDC1/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/RAD51B/RBL1/SASS6/SMARCC1/SPC25/STIL/STK33/TERT/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	67
female-biased	GO:0051321	meiotic cell cycle	48/764	220/12994	1.17134921430277e-15	2.51977886865014e-13	2.40870014903994e-13	ASPM/ATM/AURKA/BRCA2/BRIP1/CCNB2/CDC25C/CDK2/CENPC/DMC1/EME1/EREG/ESPL1/EXO1/FANCA/FANCD2/FANCM/HUS1/INCENP/KCTD19/KIF18A/MNS1/MSH5/NCAPD2/NCAPD3/NCAPH/NDC80/NUF2/PLK1/RAD51/RAD51AP1/RAD51B/RAD54L/SGO1/SGO2/SMC2/SMC4/SYCE2/SYCP1/TEX14/TEX15/TOP2A/TOP3A/TTK/TUBGCP3/TUBGCP4/XRCC2/ZWINT	48
female-biased	GO:0007093	mitotic cell cycle checkpoint signaling	36/764	129/12994	1.39112518145194e-15	2.82630266031653e-13	2.7017115366093e-13	ATM/BLM/BRCA1/BUB1/BUB1B/CCNB1/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/DTL/E2F7/EME1/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/NDC80/NUF2/ORC1/PLK1/PRKDC/SPC25/STK33/TEX14/TICRR/TTK/ZWINT	36
female-biased	GO:0051983	regulation of chromosome segregation	35/764	123/12994	1.79319584182154e-15	3.45143010186388e-13	3.2992816568916e-13	ATM/BUB1/BUB1B/CCNB1/CDC6/CDCA2/CDCA8/CDK5RAP2/CENPE/CENPF/DLGAP5/ESPL1/GEN1/INCENP/KIF2C/KNTC1/MAP3K20/MKI67/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/PLK1/RAD18/SMARCC1/SMC2/SMC4/SMC5/SPC25/TEX14/TTK/ZWINT	35
female-biased	GO:0090068	positive regulation of cell cycle process	47/764	217/12994	3.15696852900724e-15	5.77251695528973e-13	5.51804867622791e-13	ATAD5/AURKA/BUB1/CCNB1/CDC14A/CDC25C/CDC6/CDCA8/CENPJ/DBF4B/DDX11/DLGAP5/DTL/E2F7/E2F8/ECT2/EREG/ESPL1/EZH2/GEN1/GPSM2/INCENP/KIF14/KIF20B/KIF23/MAP3K20/MTBP/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUSAP1/PLK4/RACGAP1/RAD18/RAD51AP1/RAD51B/ROCK2/SASS6/SMC2/SMC4/SMC5/SPAG5/STIL/TERT	47
female-biased	GO:1901988	negative regulation of cell cycle phase transition	48/764	226/12994	3.56776860405869e-15	6.21301418335364e-13	5.93912758600447e-13	ATM/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DNA2/DTL/E2F7/EME1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/RBL1/SPC25/STK33/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	48
female-biased	GO:0010948	negative regulation of cell cycle process	52/764	261/12994	4.03280553651659e-15	6.70362265774598e-13	6.40810870180459e-13	ATM/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DNA2/DTL/E2F7/E2F8/EME1/ESPL1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/MDM1/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/RBL1/SPC25/STK33/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	52
female-biased	GO:1903046	meiotic cell cycle process	40/764	164/12994	5.61980807335033e-15	8.93549483662702e-13	8.54159387258418e-13	ASPM/ATM/AURKA/BRCA2/BRIP1/CCNB2/CDC25C/CENPC/DMC1/EME1/EREG/ESPL1/FANCA/FANCD2/FANCM/HUS1/INCENP/KCTD19/KIF18A/MSH5/NCAPD2/NCAPD3/NCAPH/NDC80/NUF2/PLK1/RAD51/RAD51AP1/RAD51B/RAD54L/SGO1/SMC2/SMC4/SYCE2/SYCP1/TEX14/TEX15/TOP2A/TTK/ZWINT	40
female-biased	GO:1905818	regulation of chromosome separation	26/764	71/12994	9.37939239926912e-15	1.42918491683863e-12	1.36618255078828e-12	ATM/BUB1/BUB1B/CCNB1/CDCA8/CDK5RAP2/CENPF/DLGAP5/ESPL1/GEN1/INCENP/KNTC1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/PLK1/SMC2/SMC4/SPC25/TEX14/TTK/ZWINT	26
female-biased	GO:0051304	chromosome separation	27/764	77/12994	1.0008496451723e-14	1.46404286095805e-12	1.39950386173357e-12	ATM/BUB1/BUB1B/CCNB1/CDCA8/CDK5RAP2/CENPF/DLGAP5/ESPL1/GEN1/INCENP/KNTC1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/PLK1/SMC2/SMC4/SPC25/TEX14/TOP3A/TTK/ZWINT	27
female-biased	GO:0044770	cell cycle phase transition	73/764	476/12994	2.4012257444838e-14	3.37741636445279e-12	3.22853064673308e-12	ANLN/ATAD5/ATM/ATP2B4/AURKA/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CCNB2/CDC14A/CDC25C/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DLGAP5/DNA2/DTL/E2F7/EME1/ESPL1/EZH2/FANCD2/FOXM1/GEN1/GTSE1/HUS1/INCENP/IQGAP3/KIF14/KNTC1/MAP3K20/MDC1/MELK/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/RAD51B/RBL1/SASS6/SKP2/SMARCC1/SMC5/SPC25/STIL/STK33/TERT/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	73
female-biased	GO:0045787	positive regulation of cell cycle	52/764	274/12994	3.21395570827493e-14	4.35312445376349e-12	4.16122686439807e-12	ATAD5/AURKA/BRCA2/BUB1/CCNB1/CDC14A/CDC25C/CDC6/CDCA8/CENPJ/CHEK1/DBF4B/DDX11/DLGAP5/DTL/E2F7/E2F8/ECT2/EREG/ESPL1/EZH2/GEN1/GPSM2/INCENP/KIF14/KIF20B/KIF23/LRP6/MAP3K20/MTBP/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NR2E1/NUSAP1/PLK4/RACGAP1/RAD18/RAD51AP1/RAD51B/ROCK2/SASS6/SMC2/SMC4/SMC5/SPAG5/STAT5B/STIL/TERT	52
female-biased	GO:1901990	regulation of mitotic cell cycle phase transition	55/764	303/12994	4.04056906530656e-14	5.27727181136646e-12	5.04463528792597e-12	ANLN/ATAD5/ATM/AURKA/BLM/BRCA1/BTN2A2/BUB1/BUB1B/CCNB1/CDC14A/CDC25C/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DLGAP5/DTL/E2F7/ESPL1/EZH2/GEN1/GTSE1/HUS1/INCENP/KIF14/KNTC1/MAP3K20/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51B/RBL1/SASS6/SMARCC1/SPC25/STIL/TERT/TEX14/TICRR/TTK/WEE1/ZWINT	55
female-biased	GO:0140013	meiotic nuclear division	36/764	148/12994	1.4353271022026e-13	1.80999696991548e-11	1.73020737074948e-11	ASPM/ATM/AURKA/BRCA2/BRIP1/CCNB2/CENPC/DMC1/EME1/EREG/ESPL1/FANCA/FANCD2/FANCM/INCENP/KCTD19/KIF18A/MSH5/NCAPH/NDC80/NUF2/PLK1/RAD51/RAD51AP1/RAD51B/RAD54L/SGO1/SMC2/SMC4/SYCE2/SYCP1/TEX14/TEX15/TOP2A/TTK/ZWINT	36
female-biased	GO:0006261	DNA-templated DNA replication	36/764	150/12994	2.22475608559109e-13	2.71197766833554e-11	2.59242630184141e-11	AICDA/ATAD5/BLM/BRCA1/BRCA2/CDC45/CDC6/CDK2/DBF4B/DDX11/DNA2/E2F7/E2F8/EME1/FAM111A/FANCM/GEN1/GINS1/GINS4/MCM10/MCM8/METTL4/MMS22L/NUGGC/ORC1/ORC2/ORC6/POLA2/POLE2/POLQ/RAD51/RFC5/TICRR/TIMELESS/WDHD1/WRN	36
female-biased	GO:0007346	regulation of mitotic cell cycle	68/764	450/12994	4.05866994082839e-13	4.78792128180949e-11	4.57685666332465e-11	ANLN/ATAD5/ATM/AURKA/BLM/BORA/BRCA1/BRCA2/BTN2A2/BUB1/BUB1B/CCNB1/CDC14A/CDC25C/CDC6/CDCA2/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DLGAP5/DTL/E2F7/EME1/EREG/ESPL1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KIF14/KIF20B/KNTC1/MAP3K20/MDC1/MKI67/MTBP/NDC80/NEK9/NUF2/NUSAP1/ORC1/PLK1/PRKDC/RAD51B/RBL1/SASS6/SMARCC1/SPC25/STAT5B/STIL/STK33/TERT/TEX14/TICRR/TTK/WEE1/ZWINT	68
female-biased	GO:0045930	negative regulation of mitotic cell cycle	42/764	205/12994	7.10390038646726e-13	8.11842616040961e-11	7.76054381034795e-11	ATM/BLM/BRCA1/BTN2A2/BUB1/BUB1B/CCNB1/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DTL/E2F7/EME1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RBL1/SPC25/STK33/TEX14/TICRR/TTK/WEE1/ZWINT	42
female-biased	GO:0006260	DNA replication	48/764	259/12994	8.07060898102794e-13	8.94370213443006e-11	8.54943937033295e-11	AICDA/ATAD5/BLM/BRCA1/BRCA2/CDC45/CDC6/CDK2/CHEK1/DBF4B/DDX11/DNA2/DTL/E2F7/E2F8/EME1/EREG/ESCO2/FAM111A/FAM111B/FANCM/GEN1/GINS1/GINS4/GLI2/INO80D/MCM10/MCM8/METTL4/MMS22L/NASP/NUGGC/ORC1/ORC2/ORC6/PCLAF/PIF1/POLA2/POLE2/POLH/POLQ/RAD51/RFC5/TICRR/TIMELESS/WDHD1/WEE1/WRN	48
female-biased	GO:0044772	mitotic cell cycle phase transition	61/764	391/12994	1.73422946478444e-12	1.84351020316273e-10	1.76224324934255e-10	ANLN/ATAD5/ATM/AURKA/BLM/BRCA1/BTN2A2/BUB1/BUB1B/CCNB1/CCNB2/CDC14A/CDC25C/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DLGAP5/DTL/E2F7/ESPL1/EZH2/FOXM1/GEN1/GTSE1/HUS1/INCENP/IQGAP3/KIF14/KNTC1/MAP3K20/MELK/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51B/RBL1/SASS6/SKP2/SMARCC1/SMC5/SPC25/STIL/TERT/TEX14/TICRR/TTK/WEE1/ZWINT	61
female-biased	GO:1901991	negative regulation of mitotic cell cycle phase transition	36/764	160/12994	1.76436579465943e-12	1.84351020316273e-10	1.76224324934255e-10	ATM/BLM/BRCA1/BTN2A2/BUB1/BUB1B/CCNB1/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DTL/E2F7/EZH2/GEN1/GTSE1/HUS1/INCENP/KNTC1/NDC80/NUF2/ORC1/PLK1/PRKDC/RBL1/SPC25/TEX14/TICRR/TTK/WEE1/ZWINT	36
female-biased	GO:0007088	regulation of mitotic nuclear division	29/764	108/12994	2.40456508241952e-12	2.44263736289116e-10	2.33495925108632e-10	ATM/AURKA/BORA/BUB1/BUB1B/CCNB1/CDC25C/CDCA2/CDCA8/CDK5RAP2/CENPF/CHEK1/DLGAP5/EREG/ESPL1/GEN1/INCENP/KIF20B/KNTC1/MKI67/MTBP/NDC80/NUF2/NUSAP1/PLK1/SPC25/TEX14/TTK/ZWINT	29
female-biased	GO:0007600	sensory perception	65/764	446/12994	7.24479153374237e-12	7.16059530780969e-10	6.84493675207921e-10	ABCC6/ADGRV1/CA6/CDC14A/CFAP69/CHD7/CHRNA7/CRB2/CRX/CRYBG3/EYA3/GRM8/IMPG1/ITGA2/KCNJ10/LHFPL5/MYO3A/NR2E1/NXNL2/OR10G3/OR10H1/OR10H5/OR11A1/OR14J1/OR1D2/OR1I1/OR1M1/OR2A5/OR2AG1/OR2AT4/OR2G6/OR2M3/OR2M4/OR2T12/OR2V2/OR4D9/OR4F17/OR52E4/OR52K1/OR56A1/OR5A1/OR5A2/OR5AN1/OR5AU1/OR5H14/OR6B1/OR6C4/OR6C75/OR6J1/OR6Y1/OR7A17/OR7C1/OR7D4/OR8A1/OR8D1/OR8G1/PDE6A/RGR/SCN11A/SYT10/TAS2R10/TAS2R4/TAS2R5/TTC8/VSX1	65
female-biased	GO:0045786	negative regulation of cell cycle	53/764	329/12994	1.52368830643143e-11	1.46634950963677e-09	1.40170882705229e-09	ATM/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DNA2/DTL/E2F7/E2F8/EME1/ESPL1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/MDM1/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/RBL1/SPC25/STK33/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	53
female-biased	GO:0045132	meiotic chromosome segregation	22/764	70/12994	3.65527856388827e-11	3.42752659183062e-09	3.27643187872414e-09	ASPM/ATM/AURKA/BRIP1/CCNB2/CENPC/DMC1/ESPL1/FANCD2/MSH5/NCAPH/NDC80/NUF2/PLK1/SGO1/SMC2/SMC4/SYCE2/SYCP1/TEX15/TTK/ZWINT	22
female-biased	GO:0051783	regulation of nuclear division	30/764	128/12994	4.30158048755132e-11	3.9327199607438e-09	3.75935494714683e-09	ATM/AURKA/BORA/BUB1/BUB1B/CCNB1/CDC25C/CDCA2/CDCA8/CDK5RAP2/CENPF/CHEK1/DLGAP5/EREG/ESPL1/GEN1/INCENP/KIF20B/KNTC1/MKI67/MTBP/NDC80/NUF2/NUSAP1/PLK1/RAD51AP1/SPC25/TEX14/TTK/ZWINT	30
female-biased	GO:0045839	negative regulation of mitotic nuclear division	19/764	54/12994	8.6688614731077e-11	7.7322015627207e-09	7.39134504549183e-09	ATM/BUB1/BUB1B/CCNB1/CDCA8/CDK5RAP2/CENPF/CHEK1/GEN1/INCENP/KNTC1/MTBP/NDC80/NUF2/PLK1/SPC25/TEX14/TTK/ZWINT	19
