Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
female-biased	GO:0098813	nuclear chromosome segregation	65/813	284/13491	2.09938123448348e-21	7.14553031082378e-19	6.84056756307776e-19	ASPM/ATM/AURKA/BRIP1/BUB1/BUB1B/CCNB1/CCNB2/CDC6/CDCA8/CDK5RAP2/CENPC/CENPE/CENPF/CENPI/CENPK/CEP192/CEP97/CHEK2/DLGAP5/DMC1/ECT2/ESPL1/FANCD2/GEN1/INCENP/KIF11/KIF14/KIF18A/KIF18B/KIF23/KIF2C/KIF4A/KIFC1/KNTC1/MAP3K20/MSH5/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/NUSAP1/PLK1/PRC1/RACGAP1/SGO1/SKA1/SKA3/SMARCC1/SMC1A/SMC2/SMC4/SPAG5/SPC25/SYCE2/SYCP1/TEX14/TEX15/TOP2A/TPX2/TTK/ZWINT	65
female-biased	GO:0000070	mitotic sister chromatid segregation	49/813	178/13491	5.15691794421987e-20	1.6089583985966e-17	1.5402899649183e-17	ATM/BUB1/BUB1B/CCNB1/CDCA8/CDK5RAP2/CENPC/CENPE/CENPF/CENPI/CENPK/CEP192/CEP97/CHEK2/DLGAP5/ESPL1/GEN1/INCENP/KIF11/KIF14/KIF18A/KIF18B/KIF23/KIF2C/KIF4A/KIFC1/KNTC1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/NUSAP1/PLK1/PRC1/RACGAP1/SKA1/SKA3/SMC1A/SMC2/SMC4/SPAG5/SPC25/TEX14/TPX2/TTK/ZWINT	49
female-biased	GO:0000819	sister chromatid segregation	53/813	218/13491	6.84325005692937e-19	1.97085601639566e-16	1.88674222217364e-16	ATM/BUB1/BUB1B/CCNB1/CDC6/CDCA8/CDK5RAP2/CENPC/CENPE/CENPF/CENPI/CENPK/CEP192/CEP97/CHEK2/DLGAP5/ESPL1/GEN1/INCENP/KIF11/KIF14/KIF18A/KIF18B/KIF23/KIF2C/KIF4A/KIFC1/KNTC1/MAP3K20/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/NUSAP1/PLK1/PRC1/RACGAP1/SKA1/SKA3/SMARCC1/SMC1A/SMC2/SMC4/SPAG5/SPC25/TEX14/TOP2A/TPX2/TTK/ZWINT	53
female-biased	GO:0051606	detection of stimulus	52/813	232/13491	6.33949968019673e-17	1.6953633430469e-14	1.62300724895262e-14	ADGRV1/CA6/CACNA1F/CLEC7A/ITGA2/LHFPL5/OR10G3/OR10H1/OR10H5/OR11A1/OR14J1/OR1D2/OR1I1/OR1M1/OR2A5/OR2AG1/OR2AT4/OR2G6/OR2M3/OR2M4/OR2T12/OR2V2/OR4D9/OR4F17/OR52E4/OR52K1/OR56A1/OR5A1/OR5A2/OR5AN1/OR5AU1/OR5H14/OR6B1/OR6C4/OR6C75/OR6J1/OR6Y1/OR7A17/OR7C1/OR7D4/OR8A1/OR8D1/OR8G1/PKD2L2/RGR/SAG/SCN11A/TAS2R10/TAS2R4/TAS2R5/TIMELESS/YAP1	52
female-biased	GO:0000075	cell cycle checkpoint signaling	43/813	175/13491	9.81421642800234e-16	2.44962842042938e-13	2.34508118858582e-13	ATM/BLM/BRCA1/BRCA2/BRIP1/BUB1/BUB1B/CCNB1/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/DNA2/DTL/E2F7/EME1/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/SPC25/STK33/TEX14/TICRR/TIMELESS/TTK/USP28/ZWINT	43
female-biased	GO:1901987	regulation of cell cycle phase transition	68/813	390/13491	1.05301097067683e-15	2.46404567138377e-13	2.35888312839118e-13	ANLN/ATAD5/ATM/ATP2B4/AURKA/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CDC14A/CDC25C/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DDX3X/DLGAP5/DNA2/DTL/E2F7/EME1/ESPL1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KIF14/KNTC1/MAP3K20/MDC1/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/RAD51B/RBL1/SASS6/SMARCC1/SPC25/STIL/STK33/TERT/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	68
female-biased	GO:0051321	meiotic cell cycle	49/813	225/13491	1.73803068236608e-15	3.82775698516389e-13	3.66439286282137e-13	ASPM/ATM/AURKA/BRCA2/BRIP1/CCNB2/CDC25C/CDK2/CENPC/DMC1/EME1/EREG/ESPL1/EXO1/FANCA/FANCD2/FANCM/HUS1/INCENP/KCTD19/KIF18A/MNS1/MSH5/NCAPD2/NCAPD3/NCAPH/NDC80/NUF2/PLK1/RAD51/RAD51AP1/RAD51B/RAD54L/SGO1/SGO2/SMC1A/SMC2/SMC4/SYCE2/SYCP1/TEX14/TEX15/TOP2A/TOP3A/TTK/TUBGCP3/TUBGCP4/XRCC2/ZWINT	49
female-biased	GO:0090068	positive regulation of cell cycle process	48/813	220/13491	3.14743855913126e-15	6.54667220299301e-13	6.26726800809469e-13	ATAD5/AURKA/BUB1/CCNB1/CDC14A/CDC25C/CDC6/CDCA8/CENPJ/DBF4B/DDX11/DDX3X/DLGAP5/DTL/E2F7/E2F8/ECT2/EREG/ESPL1/EZH2/GEN1/GPSM2/INCENP/KIF14/KIF20B/KIF23/MAP3K20/MTBP/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUSAP1/PLK4/RACGAP1/RAD18/RAD51AP1/RAD51B/ROCK2/SASS6/SMC2/SMC4/SMC5/SPAG5/STIL/TERT	48
female-biased	GO:0051983	regulation of chromosome segregation	35/813	123/13491	3.86453473475461e-15	7.61516739311646e-13	7.29016109243183e-13	ATM/BUB1/BUB1B/CCNB1/CDC6/CDCA2/CDCA8/CDK5RAP2/CENPE/CENPF/DLGAP5/ESPL1/GEN1/INCENP/KIF2C/KNTC1/MAP3K20/MKI67/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/PLK1/RAD18/SMARCC1/SMC2/SMC4/SMC5/SPC25/TEX14/TTK/ZWINT	35
female-biased	GO:0007093	mitotic cell cycle checkpoint signaling	36/813	132/13491	6.73407044679588e-15	1.26061798764019e-12	1.20681630901789e-12	ATM/BLM/BRCA1/BUB1/BUB1B/CCNB1/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/DTL/E2F7/EME1/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/NDC80/NUF2/ORC1/PLK1/PRKDC/SPC25/STK33/TEX14/TICRR/TTK/ZWINT	36
female-biased	GO:1903046	meiotic cell cycle process	40/813	165/13491	1.63125080828757e-14	2.89500131782357e-12	2.7714460996371e-12	ASPM/ATM/AURKA/BRCA2/BRIP1/CCNB2/CDC25C/CENPC/DMC1/EME1/EREG/ESPL1/FANCA/FANCD2/FANCM/HUS1/INCENP/KCTD19/KIF18A/MSH5/NCAPD2/NCAPD3/NCAPH/NDC80/NUF2/PLK1/RAD51/RAD51AP1/RAD51B/RAD54L/SGO1/SMC2/SMC4/SYCE2/SYCP1/TEX14/TEX15/TOP2A/TTK/ZWINT	40
female-biased	GO:1905818	regulation of chromosome separation	26/813	71/13491	1.70112256923393e-14	2.89500131782357e-12	2.7714460996371e-12	ATM/BUB1/BUB1B/CCNB1/CDCA8/CDK5RAP2/CENPF/DLGAP5/ESPL1/GEN1/INCENP/KNTC1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/PLK1/SMC2/SMC4/SPC25/TEX14/TTK/ZWINT	26
female-biased	GO:0051304	chromosome separation	27/813	77/13491	1.84937059705601e-14	3.01045370233813e-12	2.88197111349003e-12	ATM/BUB1/BUB1B/CCNB1/CDCA8/CDK5RAP2/CENPF/DLGAP5/ESPL1/GEN1/INCENP/KNTC1/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NUF2/PLK1/SMC2/SMC4/SPC25/TEX14/TOP3A/TTK/ZWINT	27
female-biased	GO:1901988	negative regulation of cell cycle phase transition	48/813	230/13491	1.93487391574592e-14	3.01840330856364e-12	2.88958143996266e-12	ATM/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DNA2/DTL/E2F7/EME1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/RBL1/SPC25/STK33/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	48
female-biased	GO:0010948	negative regulation of cell cycle process	52/813	267/13491	2.99937805419412e-14	4.49186857396111e-12	4.30016095769725e-12	ATM/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DNA2/DTL/E2F7/E2F8/EME1/ESPL1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/MDM1/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/RBL1/SPC25/STK33/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	52
female-biased	GO:0044770	cell cycle phase transition	75/813	487/13491	3.19667305608346e-14	4.60320920076019e-12	4.40674969877093e-12	ANLN/ATAD5/ATM/ATP2B4/AURKA/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CCNB2/CDC14A/CDC25C/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DDX3X/DLGAP5/DNA2/DTL/E2F7/EME1/ESPL1/EZH2/FANCD2/FOXM1/GEN1/GTSE1/HUS1/INCENP/IQGAP3/KIF14/KNTC1/MAP3K20/MDC1/MELK/MTBP/NDC80/NUF2/ORC1/PHF8/PLK1/PRKDC/RAD51/RAD51B/RBL1/SASS6/SKP2/SMARCC1/SMC5/SPC25/STIL/STK33/TERT/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	75
female-biased	GO:0045787	positive regulation of cell cycle	53/813	280/13491	5.69663314915541e-14	7.89933130016217e-12	7.56219722139344e-12	ATAD5/AURKA/BRCA2/BUB1/CCNB1/CDC14A/CDC25C/CDC6/CDCA8/CENPJ/CHEK1/DBF4B/DDX11/DDX3X/DLGAP5/DTL/E2F7/E2F8/ECT2/EREG/ESPL1/EZH2/GEN1/GPSM2/INCENP/KIF14/KIF20B/KIF23/LRP6/MAP3K20/MTBP/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH/NDC80/NR2E1/NUSAP1/PLK4/RACGAP1/RAD18/RAD51AP1/RAD51B/ROCK2/SASS6/SMC2/SMC4/SMC5/SPAG5/STAT5B/STIL/TERT	53
female-biased	GO:1901990	regulation of mitotic cell cycle phase transition	56/813	309/13491	7.41160973585933e-14	9.91038101823476e-12	9.48741772578986e-12	ANLN/ATAD5/ATM/AURKA/BLM/BRCA1/BTN2A2/BUB1/BUB1B/CCNB1/CDC14A/CDC25C/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DDX3X/DLGAP5/DTL/E2F7/ESPL1/EZH2/GEN1/GTSE1/HUS1/INCENP/KIF14/KNTC1/MAP3K20/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51B/RBL1/SASS6/SMARCC1/SPC25/STIL/TERT/TEX14/TICRR/TTK/WEE1/ZWINT	56
female-biased	GO:0006261	DNA-templated DNA replication	37/813	152/13491	1.39241365783192e-13	1.79765404652507e-11	1.72093230668519e-11	AICDA/ATAD5/BLM/BRCA1/BRCA2/CDC45/CDC6/CDK2/DBF4B/DDX11/DNA2/E2F7/E2F8/EME1/FAM111A/FANCM/GEN1/GINS1/GINS4/MCM10/MCM8/METTL4/MMS22L/NUGGC/ORC1/ORC2/ORC6/POLA1/POLA2/POLE2/POLQ/RAD51/RFC5/TICRR/TIMELESS/WDHD1/WRN	37
female-biased	GO:0140013	meiotic nuclear division	36/813	148/13491	3.05893136521359e-13	3.81754634378655e-11	3.65461799949202e-11	ASPM/ATM/AURKA/BRCA2/BRIP1/CCNB2/CENPC/DMC1/EME1/EREG/ESPL1/FANCA/FANCD2/FANCM/INCENP/KCTD19/KIF18A/MSH5/NCAPH/NDC80/NUF2/PLK1/RAD51/RAD51AP1/RAD51B/RAD54L/SGO1/SMC2/SMC4/SYCE2/SYCP1/TEX14/TEX15/TOP2A/TTK/ZWINT	36
female-biased	GO:0007346	regulation of mitotic cell cycle	69/813	458/13491	1.06291719393441e-12	1.28372966906143e-10	1.22894161132315e-10	ANLN/ATAD5/ATM/AURKA/BLM/BORA/BRCA1/BRCA2/BTN2A2/BUB1/BUB1B/CCNB1/CDC14A/CDC25C/CDC6/CDCA2/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DDX3X/DLGAP5/DTL/E2F7/EME1/EREG/ESPL1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KIF14/KIF20B/KNTC1/MAP3K20/MDC1/MKI67/MTBP/NDC80/NEK9/NUF2/NUSAP1/ORC1/PLK1/PRKDC/RAD51B/RBL1/SASS6/SMARCC1/SPC25/STAT5B/STIL/STK33/TERT/TEX14/TICRR/TTK/WEE1/ZWINT	69
female-biased	GO:0006260	DNA replication	49/813	264/13491	1.12374947899615e-12	1.31478689042549e-10	1.25867334736246e-10	AICDA/ATAD5/BLM/BRCA1/BRCA2/CDC45/CDC6/CDK2/CHEK1/DBF4B/DDX11/DNA2/DTL/E2F7/E2F8/EME1/EREG/ESCO2/FAM111A/FAM111B/FANCM/GEN1/GINS1/GINS4/GLI2/INO80D/MCM10/MCM8/METTL4/MMS22L/NASP/NUGGC/ORC1/ORC2/ORC6/PCLAF/PIF1/POLA1/POLA2/POLE2/POLH/POLQ/RAD51/RFC5/TICRR/TIMELESS/WDHD1/WEE1/WRN	49
female-biased	GO:0044772	mitotic cell cycle phase transition	63/813	401/13491	1.65910833107638e-12	1.8823338156212e-10	1.80199804380066e-10	ANLN/ATAD5/ATM/AURKA/BLM/BRCA1/BTN2A2/BUB1/BUB1B/CCNB1/CCNB2/CDC14A/CDC25C/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPE/CENPF/CENPJ/CHEK1/CHEK2/CLSPN/CRLF3/DBF4B/DDX3X/DLGAP5/DTL/E2F7/ESPL1/EZH2/FOXM1/GEN1/GTSE1/HUS1/INCENP/IQGAP3/KIF14/KNTC1/MAP3K20/MELK/MTBP/NDC80/NUF2/ORC1/PHF8/PLK1/PRKDC/RAD51B/RBL1/SASS6/SKP2/SMARCC1/SMC5/SPC25/STIL/TERT/TEX14/TICRR/TTK/WEE1/ZWINT	63
female-biased	GO:0007600	sensory perception	68/813	457/13491	2.82355820873184e-12	3.10923586279177e-10	2.97653736864766e-10	ABCC6/ADGRV1/CA6/CACNA1F/CDC14A/CFAP69/CHD7/CHRNA7/CRB2/CRX/CRYBG3/EYA3/GRM8/IMPG1/ITGA2/KCNJ10/LHFPL5/MYO3A/NR2E1/NXNL2/OR10G3/OR10H1/OR10H5/OR11A1/OR14J1/OR1D2/OR1I1/OR1M1/OR2A5/OR2AG1/OR2AT4/OR2G6/OR2M3/OR2M4/OR2T12/OR2V2/OR4D9/OR4F17/OR52E4/OR52K1/OR56A1/OR5A1/OR5A2/OR5AN1/OR5AU1/OR5H14/OR6B1/OR6C4/OR6C75/OR6J1/OR6Y1/OR7A17/OR7C1/OR7D4/OR8A1/OR8D1/OR8G1/PDE6A/RGR/RPGR/SCN11A/SYT10/TAS2R10/TAS2R4/TAS2R5/TBL1X/TTC8/VSX1	68
female-biased	GO:0045930	negative regulation of mitotic cell cycle	42/813	209/13491	3.21829347585679e-12	3.44265450674509e-10	3.29572610083981e-10	ATM/BLM/BRCA1/BTN2A2/BUB1/BUB1B/CCNB1/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DTL/E2F7/EME1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RBL1/SPC25/STK33/TEX14/TICRR/TTK/WEE1/ZWINT	42
female-biased	GO:0007088	regulation of mitotic nuclear division	29/813	108/13491	4.47759404072551e-12	4.65669780235453e-10	4.45795547037145e-10	ATM/AURKA/BORA/BUB1/BUB1B/CCNB1/CDC25C/CDCA2/CDCA8/CDK5RAP2/CENPF/CHEK1/DLGAP5/EREG/ESPL1/GEN1/INCENP/KIF20B/KNTC1/MKI67/MTBP/NDC80/NUF2/NUSAP1/PLK1/SPC25/TEX14/TTK/ZWINT	29
female-biased	GO:1901991	negative regulation of mitotic cell cycle phase transition	36/813	164/13491	7.967604511607e-12	8.06235440309638e-10	7.7182626918981e-10	ATM/BLM/BRCA1/BTN2A2/BUB1/BUB1B/CCNB1/CDC6/CDCA8/CDK2/CDK5RAP2/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DTL/E2F7/EZH2/GEN1/GTSE1/HUS1/INCENP/KNTC1/NDC80/NUF2/ORC1/PLK1/PRKDC/RBL1/SPC25/TEX14/TICRR/TTK/WEE1/ZWINT	36
female-biased	GO:0045132	meiotic chromosome segregation	22/813	70/13491	5.94270715848181e-11	5.85513042140944e-09	5.60524040848492e-09	ASPM/ATM/AURKA/BRIP1/CCNB2/CENPC/DMC1/ESPL1/FANCD2/MSH5/NCAPH/NDC80/NUF2/PLK1/SGO1/SMC2/SMC4/SYCE2/SYCP1/TEX15/TTK/ZWINT	22
female-biased	GO:0051783	regulation of nuclear division	30/813	128/13491	7.98482822991473e-11	7.66543510071814e-09	7.33828343397022e-09	ATM/AURKA/BORA/BUB1/BUB1B/CCNB1/CDC25C/CDCA2/CDCA8/CDK5RAP2/CENPF/CHEK1/DLGAP5/EREG/ESPL1/GEN1/INCENP/KIF20B/KNTC1/MKI67/MTBP/NDC80/NUF2/NUSAP1/PLK1/RAD51AP1/SPC25/TEX14/TTK/ZWINT	30
female-biased	GO:0045786	negative regulation of cell cycle	53/813	337/13491	9.98048066619812e-11	9.34172990356144e-09	8.94303596536963e-09	ATM/BLM/BRCA1/BRCA2/BRIP1/BTN2A2/BUB1/BUB1B/CCNB1/CDC45/CDC6/CDCA8/CDK2/CDK5RAP2/CDK6/CENPF/CHEK1/CHEK2/CLSPN/CRLF3/DNA2/DTL/E2F7/E2F8/EME1/ESPL1/EZH2/FANCD2/GEN1/GTSE1/HUS1/INCENP/KNTC1/MAP3K20/MDC1/MDM1/MTBP/NDC80/NUF2/ORC1/PLK1/PRKDC/RAD51/RBL1/SPC25/STK33/TEX14/TICRR/TIMELESS/TTK/USP28/WEE1/ZWINT	53
