data	type	pathway	pval	padj	ES	NES	nMoreExtreme	size	ctrlExpr
hdbr	pseudotimeDE	ASD	0.0452446906740536	0.0775623268698061	0.32316518220547	1.26852879512697	342	159	TRUE
hdbr	pseudotimeDE	NDD	0.0081846083892236	0.0327384335568944	0.284852717271079	1.24387048147603	71	553	TRUE
hdbr	pseudotimeDE	prenatal_high_expressed_genes	0.201479852014799	0.241775822417758	0.241620374242254	1.01238719369013	2014	1579	TRUE
hdbr	pseudotimeDE	ALS	0.72068196303378	0.786198505127759	0.260854626213521	0.847727160071514	4522	35	TRUE
hdbr	pseudotimeDE	MS	0.996381182147165	0.996381182147165	-0.14794356448822	-0.468165361310597	4129	18	TRUE
hdbr	pseudotimeDE	BP	0.201224603395491	0.241775822417758	-0.284375499542405	-1.15119904146483	722	61	TRUE
hdbr	pseudotimeDE	constraint_genes	0.00306748466257669	0.0184049079754601	-0.241856805160081	-1.20140411004199	0	1233	TRUE
hdbr	sexDE	BP	0.0951986754966887	0.380794701986755	0.26447702424908	1.25519896161431	229	73	TRUE
hdbr	sexDE	MS	0.328036322360954	0.787287173666288	0.320163184316079	1.09063885020993	1444	21	TRUE
hdbr	sexDE	EPI	0.924238513164688	1	-0.240922319776972	-0.624668841523204	7160	14	TRUE
hdbr	sexDE	ASD	0.987593796898449	1	-0.198661231477699	-0.674853025448906	9870	178	TRUE
hdbr	sexDE	epilepsy_ndd	0.88840548183598	1	-0.249937944424172	-0.690561791714398	8167	25	TRUE
hdbr	sexDE	constraint_genes	1	1	-0.197044959222403	-0.703403431086512	10000	1368	TRUE
hdbr	sexDE	NDD	0.998500149985001	1	-0.209063390390148	-0.759745639156904	9985	647	TRUE
hdbr	sexDE	prenatal_high_expressed_genes	1	1	-0.343683604860818	-1	10000	1697	TRUE
hdbr	sexDE	scz	0.438470849304015	0.876941698608029	-0.260295673004582	-1.02265423312389	4346	207	TRUE
hdbr	sexDE	alzheimer	0.242536759245507	0.727610277736522	-0.408862303397263	-1.18545748464005	1632	16	TRUE
hdbr	sexDE	ALS	0.0581575497556906	0.348945298534144	-0.432591416132946	-1.41431664335258	487	35	TRUE
hdbr	sexDE	adult_high_expressed_genes	9.99900009999e-05	0.0011998800119988	-0.455949306566955	-1.5581055140653	0	1651	TRUE
