gene_id gene_name gene_type chr logFC AveExpr t P.Value adj.P.Val B qvalue Male VarMale Female VarFemale
ENSG00000002586 CD99 protein_coding X -0.821220274592685 4.44047135008455 -24.005427871594 1.22702823554082e-57 1.2233471508342e-54 120.606397188427 6.70659785498768e-55 4.6372698432771 0.43553975960764 3.96099865757909 0.8412965976713
ENSG00000147050 KDM6A protein_coding X 0.468995212839528 4.08195870146519 23.6470101807756 9.41852765852018e-57 8.83790312992435e-54 118.541151755536 4.84508932181041e-54 3.93024431142067 0.101847118386926 4.45159012448275 0.216837232559269
ENSG00000126012 KDM5C protein_coding X 0.367681271473351 6.4825129483194 21.9064084865776 2.35753156192649e-52 2.08929685976952e-49 108.285732963985 1.14538819407132e-49 6.40558636909825 0.102350886516863 6.66993406860365 0.0623947628362907
ENSG00000130021 HDHD1 protein_coding X 0.508760668934893 3.31281221183974 19.9303964359873 3.67465376416647e-47 3.08516193926229e-44 96.520299789529 1.69133842589465e-44 3.16771375439741 0.0418264861559788 3.6663248172447 0.0631115980973686
ENSG00000215301 DDX3X protein_coding X 0.378559051383711 7.62500783857851 19.8592782911302 5.70128843014961e-47 4.54734765188733e-44 95.8902072615699 2.49293358694095e-44 7.51811954570598 0.0629262766288195 7.88542658848613 0.0358267132842931
ENSG00000169093 ASMTL protein_coding X -0.456740973089771 4.83018900914978 -16.4218553196775 1.85258126245869e-37 1.40725601422576e-34 74.0126398227468 7.71481762963958e-35 4.98613584812969 0.12224319521303 4.45024580145329 0.0978692282109122
ENSG00000006757 PNPLA4 protein_coding X 0.305402906127044 3.75962699016233 15.3989744404089 1.55739294148628e-34 1.12925146375405e-31 67.370332461258 6.19074924022204e-32 3.67365482961322 0.0491662383622084 3.9690864358638 0.0982886115998716
ENSG00000214717 ZBED1 protein_coding X -0.351777554689627 4.8938519186392 -14.4922146177584 6.4559893482622e-32 4.47764965580342e-29 61.2351313508287 2.45472395603491e-29 4.99599397194776 0.0761720822293795 4.6449967342147 0.0749615250619143
ENSG00000188153 COL4A5 protein_coding X 0.423244189094641 5.23031740450881 13.0980597204173 7.25375796974748e-28 4.82133113055882e-25 51.8920642116494 2.64313600569897e-25 5.05402626544262 0.836712131082734 5.65982672514281 1.73584344076943
ENSG00000130741 EIF2S3 protein_coding X 0.24676212177959 6.21886436181275 13.0062738613168 1.34154824705404e-27 8.56015105480242e-25 51.2244403832629 4.6928208941641e-25 6.14196352092838 0.0300977025415684 6.40622277414922 0.0302626100937208
ENSG00000178605 GTPBP6 protein_coding X -0.401296968504278 5.01461342143765 -12.3045360723013 1.47045775086331e-25 9.02182386221979e-23 46.5976626186791 4.94591780601126e-23 5.11696136260721 0.154842433224234 4.76525661931545 0.146129341161659
ENSG00000198034 RPS4X protein_coding X 0.286148183925329 7.78385892378515 11.9558593132568 1.50841127004726e-24 8.91191725177551e-22 44.2444515672912 4.88566512652025e-22 7.65926481486209 0.119336061806889 8.0874154800704 0.167737688177476
ENSG00000225470 JPX lincRNA X 0.469298436430751 3.43137746620775 10.8879823686333 1.79326788326102e-21 1.02165033120642e-18 37.3847756581097 5.60086146858986e-19 3.26793412301843 0.159578967201422 3.8295848841599 0.107794242971974
ENSG00000182378 PLCXD1 protein_coding X -0.833164323170099 4.88067230989775 -9.51068221083249 1.35908807802251e-17 7.47592173124659e-15 28.3600658614288 4.09842787573791e-15 5.14465830464269 0.264736147004562 4.23750643179188 0.421038678949478
ENSG00000167393 PPP2R3B protein_coding X -0.373303940760894 3.12906030261229 -9.11085812898311 1.70455340644584e-16 9.06367864654135e-14 26.1170774038065 4.96886331306218e-14 3.2294949485107 0.191842269389595 2.88436498351436 0.264985814733862
ENSG00000261600 RP11-575H3.1 lincRNA 2 1.25452508468544 -1.06584343532502 8.87982934294096 7.22748050891987e-16 3.71912158317064e-13 25.3206684587929 2.03888592172077e-13 -1.42797881565442 2.09001330728448 -0.183549963249774 1.51199028076655
ENSG00000124486 USP9X protein_coding X 0.144590080765685 7.0112782534528 8.72711475352153 1.86422878529459e-15 9.29318049469356e-13 23.376990590829 5.09468014285442e-13 6.98918157631771 0.096238043930251 7.0651137941092 0.0912177159317896
ENSG00000225490 RP4-610C12.3 lincRNA 20 -1.52620252069112 0.352491972077383 -8.47809426739432 8.62357386657015e-15 4.04597795057433e-12 22.8516729002832 2.21807416040052e-12 0.848855186717036 0.858567941330383 -0.856829314499226 2.81452431334861
ENSG00000198753 PLXNB3 protein_coding X 0.31691161271216 5.54552020798013 8.53885440900371 5.94394299520662e-15 2.87326601998594e-12 22.2551087749213 1.57517346677161e-12 5.44537621073487 0.887493419481093 5.78950740126859 1.58455657383041
ENSG00000205611 RP4-610C12.4 lincRNA 20 -1.25641264955819 0.925908906566841 -8.36307785694258 1.73918784305015e-14 7.92672127781027e-12 22.0432938917669 4.34556388042405e-12 1.36193635034413 0.556648709589575 -0.13641250190873 2.19424664554649
ENSG00000149531 FRG1B protein_coding 20 -0.654199983571112 4.35637330281283 -7.67848805953477 1.03849768430905e-12 4.601698627805e-10 17.2669727855499 2.52272971948251e-10 4.56170025692671 0.211562933378345 3.85612217824446 0.514407046530146
ENSG00000146267 FAXC protein_coding 6 -0.202725717333329 6.07224074482797 -7.65238922561026 1.20990358070529e-12 5.21631943767858e-10 16.9646062064875 2.85967533645788e-10 6.22511706568763 0.280933860501757 5.69977843582443 1.8665539581888
ENSG00000169100 SLC25A6 protein_coding X -0.161325103144322 8.04716500168129 -7.44739411739006 3.98189485756554e-12 1.6715575465233e-09 15.8093543903615 9.16376373489509e-10 8.10787328617548 0.142724777886116 7.89925754491364 0.125227190033055
ENSG00000197976 AKAP17A protein_coding X -0.174923962906847 4.96525533566369 -7.2819691052085 1.0292449204197e-11 4.20987563347052e-09 14.8976691215432 2.30792566721111e-09 5.01176321668702 0.117011975818195 4.85194522553412 0.163782700754262
ENSG00000115297 TLX2 protein_coding 2 0.802571619286597 -1.20208525644931 7.05509664532037 3.71915246003616e-11 1.4470224400609e-08 14.7049536830801 7.93282396253093e-09 -1.40095850679989 0.71317627131174 -0.717557701049697 1.65483156748658
ENSG00000176490 DIRAS1 protein_coding 19 -0.222296898514263 7.99215418397581 -7.14288817175106 2.26792884266584e-11 9.04450022455135e-09 14.0973341230525 4.95834937483194e-09 8.15832858937718 0.267123237066167 7.58729290536158 1.80552141695352
ENSG00000095932 C19orf77 protein_coding 19 0.621677385907895 1.75395900380614 6.92507737047367 7.69134388932965e-11 2.92124566006158e-08 13.425099924363 1.60147672427255e-08 1.63447637057418 0.559722473857263 2.04506214658947 1.00717957882688
ENSG00000169084 DHRSX protein_coding X -0.252716034690045 1.71234044929303 -6.79590922889448 1.57166362496047e-10 5.83050654543475e-08 12.8282697154767 3.19638319053101e-08 1.75780563632688 0.177311906440749 1.6015707208833 0.396246879723538
ENSG00000272769 RP11-725P16.2 lincRNA 2 -0.686659844701628 0.201364278067143 -6.56158183469047 5.63779942678924e-10 1.8353913562478e-07 11.9101741107067 1.00619286393734e-07 0.393370464828189 0.509983216308973 -0.266432613314315 0.598159958509442
ENSG00000108797 CNTNAP1 protein_coding 17 -0.181424359092493 7.74363121620411 -6.66445040301063 3.22787455735555e-10 1.17025124861218e-07 11.4742867777859 6.41551705776016e-08 7.89295151198282 0.321071270469266 7.37983267739781 1.38632222266502
ENSG00000151948 GLT1D1 protein_coding 12 -0.209112990130737 5.48421260762706 -6.63062215699204 3.87967859164993e-10 1.37530295319999e-07 11.2880963934074 7.53964549604725e-08 5.65030879034951 0.304736289459555 5.07954190790329 2.16391435758526
ENSG00000143164 DCAF6 protein_coding 1 -0.14610050790985 7.20742212776347 -6.59890751065604 4.60761465143296e-10 1.58213191683091e-07 11.1084939419727 8.67351717171229e-08 7.30296315425093 0.197917244806791 6.97464944504859 0.827487260300426
ENSG00000072201 LNX1 protein_coding 4 -0.208966500061348 5.62545484081154 -6.59535021693271 4.697211532987e-10 1.58213191683091e-07 11.0946083570425 8.67351717171229e-08 5.80026602364337 0.299098778246631 5.19955123173035 1.94332684063465
ENSG00000109436 TBC1D9 protein_coding 4 -0.139344655332169 6.40715804482776 -6.59287057385884 4.76067778384425e-10 1.58213191683091e-07 11.0682241973856 8.67351717171229e-08 6.52908863556238 0.26707994453856 6.11009078740161 1.28048709560146
ENSG00000165209 STRBP protein_coding 9 -0.160429670642356 5.88677993239823 -6.54439479205519 6.18538190755337e-10 1.97338424378583e-07 10.8081909202293 1.08184291984624e-07 5.99351463146484 0.189053809221841 5.62673539285412 0.739019171097986
ENSG00000081189 MEF2C protein_coding 5 -0.166113317761465 8.71089553554808 -6.45645210221564 9.9175987440707e-10 3.10206931696894e-07 10.4032196826027 1.70060733889155e-07 8.84623948779664 0.286363208373226 8.38114845188793 1.78012802671041
ENSG00000082458 DLG3 protein_coding X -0.128439808862417 6.7290345059912 -6.44836512692216 1.03557443277637e-09 3.17682372147089e-07 10.3046187779032 1.74158897918407e-07 6.84978248629497 0.196980687318806 6.43484851761477 1.08107263918977
ENSG00000166710 B2M protein_coding 15 0.198700198109591 7.91680569975336 6.40196547388256 1.32629335336047e-09 3.99189274958609e-07 10.0858844425645 2.18842373021094e-07 7.78987818809033 0.216728314194472 8.22604727362331 0.707959780269948
ENSG00000075340 ADD2 protein_coding 2 -0.204407850714914 7.73655768584369 -6.39026339258351 1.411463250443e-09 4.169566994642e-07 10.0285450764338 2.2858277835057e-07 7.91773736783925 0.30538243332214 7.29513809698177 2.53473333308202
ENSG00000151025 GPR158 protein_coding 10 -0.179014911254449 6.65935930105342 -6.33058257260412 1.9367482684453e-09 5.61727425058899e-07 9.69684824755748 3.07948560751449e-07 6.80435375970143 0.389066475570935 6.30610007452918 1.88180529173117
ENSG00000133985 TTC9 protein_coding 14 -0.159697906431016 5.66439719298404 -6.31649434261117 2.08640321257769e-09 5.94326857982845e-07 9.62188122491805 3.25820126216122e-07 5.79796355522525 0.178094961038607 5.33898096497818 1.57453492881046
ENSG00000120053 GOT1 protein_coding 10 -0.143604134099634 7.96228172756108 -6.27621945484934 2.57972582063702e-09 7.21961162996521e-07 9.43648146738656 3.95791430407567e-07 8.06651543888651 0.203037466844941 7.70833050360458 0.930491676198829
ENSG00000255346 NOX5 protein_coding 15 -0.882955633978503 -0.0576736830928495 -6.04679493589143 8.50934470669026e-09 2.02598607106154e-06 9.32541426834644 1.11068013925164e-06 0.272702760548378 0.818458624534348 -0.862590836691476 1.8345549395616
ENSG00000127252 HRASLS protein_coding 3 -0.217385067909491 2.14142501482975 -6.12896485587065 5.56662765732399e-09 1.43223942563923e-06 9.21659132061993 7.85178095463002e-07 2.23435765429321 0.111683901972818 1.91500731140968 0.329776486378551
ENSG00000125814 NAPB protein_coding 20 -0.194780928633958 9.57322035145052 -6.18097413225653 4.24777561003739e-09 1.14848333103926e-06 9.01018371830317 6.29618161875373e-07 9.71254590649811 0.358428569689597 9.2337726355164 1.94075394620796
ENSG00000196972 LINC00087 lincRNA X -0.182799292331087 5.99885260400357 -6.19736677452587 3.89964935628067e-09 1.07253804364464e-06 8.99779103506003 5.8798365925771e-07 6.12784393865635 0.189429287270109 5.68458280684951 1.13767227800663
ENSG00000077264 PAK3 protein_coding X -0.171599541261861 7.11298025810848 -6.17382458490093 4.40899626610431e-09 1.17220514061493e-06 8.89818241331785 6.42622862716678e-07 7.27376576724514 0.386705467329162 6.72124829039371 2.55995871030939
ENSG00000234745 HLA-B protein_coding 6 0.294876318254548 5.68788223691306 6.13539466197144 5.38402224309797e-09 1.40796594789998e-06 8.67955042577851 7.71870960719759e-07 5.56112293155528 0.2723373950738 5.99671399905748 0.679495049054163
ENSG00000160145 KALRN protein_coding 3 -0.133165272616622 8.06302653452664 -6.12156948458761 5.78417495134946e-09 1.46458982260201e-06 8.64761328141336 8.02913135163763e-07 8.18764194995734 0.169629076656197 7.75941806784091 1.3342595573563
ENSG00000267100 ILF3-AS1 lincRNA 19 0.208342436658404 4.25638693631733 6.09909427579033 6.49778495763121e-09 1.61957290068958e-06 8.61807661912859 8.87877503483314e-07 4.18211743223203 0.0725771138373737 4.43733445536153 0.107687823470226
ENSG00000163618 CADPS protein_coding 3 -0.186087603159814 7.65101923705432 -6.08691086994151 6.92000396181088e-09 1.68239780966151e-06 8.46668234503989 9.22319190739761e-07 7.80305849041738 0.303567810424978 7.28059632886067 2.23864624042851
ENSG00000182568 SATB1 protein_coding 3 -0.134229522350789 7.57096620156229 -6.08577330096531 6.96077328470787e-09 1.68239780966151e-06 8.45009073559776 9.22319190739761e-07 7.6666797137638 0.148029322750986 7.33777328092589 0.719060606412137
ENSG00000132535 DLG4 protein_coding 17 -0.160464578734604 8.83066178757596 -6.03677226058068 8.95927547490119e-09 2.08573687140466e-06 8.24281645572438 1.14343654769562e-06 8.95704866653114 0.17508806830795 8.52273739157606 1.05767168717826
ENSG00000166501 PRKCB protein_coding 16 -0.185947508081697 9.25083543402453 -6.02799792246394 9.37225240342339e-09 2.10572070900577e-06 8.21829936672202 1.15439202850895e-06 9.39492798523853 0.336113989632585 8.89977358197587 1.68761341829726
ENSG00000169933 FRMPD4 protein_coding X -0.191565159944568 6.15223625030969 -6.03541854878634 9.02180567495748e-09 2.08573687140466e-06 8.19183180593063 1.14343654769562e-06 6.35069833387004 0.470487985739394 5.66871044672629 3.4942131412839
ENSG00000160014 CALM3 protein_coding 19 -0.157936098618896 10.7993117855715 -6.00807564432671 1.03804385577206e-08 2.28018705386969e-06 8.18463010614864 1.25003745617304e-06 10.9209005819673 0.220316036044894 10.5030772634438 1.13617856596432
ENSG00000006740 ARHGAP44 protein_coding 17 -0.179906810695257 6.52064653850078 -6.02882452248726 9.33256438480351e-09 2.10572070900577e-06 8.14493842115146 1.15439202850895e-06 6.6527374393385 0.204944841452777 6.19882507100525 1.30128533174067
ENSG00000110675 ELMOD1 protein_coding 11 -0.161229772529032 6.79678218888545 -6.00705873236823 1.0434657405497e-08 2.28018705386969e-06 8.04715844511689 1.25003745617304e-06 6.94892897544566 0.307865310562528 6.42609729072059 2.55328644035876
ENSG00000151090 THRB protein_coding 3 -0.149007451651337 7.17285335132841 -5.97964017236211 1.20058266479044e-08 2.58806684712664e-06 7.91054053554893 1.41882241305491e-06 7.3007056098552 0.202786531827044 6.86135875782678 1.54347627709806
ENSG00000144045 DQX1 protein_coding 2 0.438327685727041 -0.768177186976703 5.73278152932615 4.16847957437339e-08 6.45588215246644e-06 7.80042184259139 3.5392247708478e-06 -0.876341339734314 0.238161856191359 -0.504649978439978 0.681489008576564
ENSG00000125851 PCSK2 protein_coding 20 -0.195395051462658 6.68973527276788 -5.95479700087131 1.3628124758779e-08 2.89861128202723e-06 7.78444331959073 1.5890681719601e-06 6.86831095958397 0.290294354637156 6.25465996307051 2.8744767323543
ENSG00000185885 IFITM1 protein_coding 11 0.362674493148806 3.04325202216736 5.88467456758087 1.94552626417143e-08 3.78476036171496e-06 7.75545832039925 2.07487022029777e-06 2.85758172648875 0.473872760884284 3.49561237891163 1.26376905819593
ENSG00000166448 TMEM130 protein_coding 7 -0.187913480374706 8.39112500286013 -5.93125008275334 1.53630452544074e-08 3.18274412854944e-06 7.70567166226364 1.74483464738108e-06 8.56232294444409 0.265820736709825 7.97402456336467 2.53345747451863
ENSG00000125827 TMX4 protein_coding 20 -0.123713989740035 7.53219059705526 -5.93529798478234 1.50501246540345e-08 3.15894195369945e-06 7.69251210325603 1.73178588892489e-06 7.60144286390345 0.179085939367623 7.36346689237059 0.450319750368328
ENSG00000084731 KIF3C protein_coding 2 -0.157131941894342 8.73799958234649 -5.90372696492853 1.76662451608037e-08 3.61297362570694e-06 7.57726072826343 1.98069379993817e-06 8.87743470934109 0.296127551531577 8.39828490930512 1.5046496224702
ENSG00000106683 LIMK1 protein_coding 7 -0.201593712979604 7.43336286528427 -5.89549083865387 1.84189291371839e-08 3.71922477970073e-06 7.49167690215913 2.0389424958197e-06 7.5498377833383 0.208354085876656 7.14958761038899 0.899016485811144
ENSG00000123352 SPATS2 protein_coding 12 -0.126874497068131 5.34785381751942 -5.88886244933466 1.90474094756151e-08 3.75425188041773e-06 7.46501718311101 2.05814495019864e-06 5.44188919474678 0.131869650145962 5.11874944391095 0.687418705273478
ENSG00000116141 MARK1 protein_coding 1 -0.112202294207663 5.48276694361958 -5.88869982990922 1.90630894128533e-08 3.75425188041773e-06 7.4542417768081 2.05814495019864e-06 5.56477869937601 0.113824700350609 5.28295648414027 0.527307211720534
ENSG00000259448 RP11-16E12.1 lincRNA 15 0.261549279906028 1.57924506914247 5.75679102667575 3.69853570557096e-08 6.08237542013072e-06 7.44428590548768 3.33446200598599e-06 1.47494554705948 0.18136790530949 1.83335663203558 0.256994012489565
ENSG00000081760 AACS protein_coding 12 -0.105277386810415 6.25018775025026 -5.87384443266664 2.05500566102031e-08 3.94957232585493e-06 7.36671869357436 2.16522295168916e-06 6.35109865425484 0.129613214596555 6.00433209322092 0.718389982211251
ENSG00000188191 PRKAR1B protein_coding 7 -0.166087710212812 8.99114264999292 -5.85365712363929 2.27540227341564e-08 4.27026083123839e-06 7.33757030715412 2.34102986314985e-06 9.12650893695159 0.196788938886594 8.66134115085726 1.35668210542948
ENSG00000131089 ARHGEF9 protein_coding X -0.116718388136661 8.05667195442722 -5.8575852527916 2.23077743742587e-08 4.23635258116875e-06 7.32393224177996 2.32244078178988e-06 8.15830442352533 0.143233436537715 7.80905830244275 0.845793308676913
ENSG00000169249 ZRSR2 protein_coding X 0.188590474371065 3.70355890133455 5.80250940541149 2.9426091278746e-08 5.15829679207205e-06 7.23001990455061 2.82786633193287e-06 3.62700307251326 0.0997546932481145 3.89007673882643 0.114764390309148
ENSG00000169116 PARM1 protein_coding 4 -0.184849353261487 6.91906089465448 -5.84120172459634 2.42275521569677e-08 4.49392920939475e-06 7.22415511239063 2.46364868513746e-06 7.07650046205544 0.359397402670746 6.53548085771399 2.0510080293018
ENSG00000078053 AMPH protein_coding 7 -0.174602513776134 7.16481102930016 -5.83597755243262 2.48730334510571e-08 4.56062792656623e-06 7.20348359792617 2.50021406015858e-06 7.32439641816331 0.326474712903509 6.77600299097903 2.43129749542038
ENSG00000117152 RGS4 protein_coding 1 -0.197256803824538 9.23574454163406 -5.822151796706 2.66635974704421e-08 4.83338303236924e-06 7.19977601278043 2.64974306394692e-06 9.40000391071826 0.421083479929143 8.83554898786528 3.06468325343335
ENSG00000170419 VSTM2A protein_coding 7 -0.265682048023608 6.54874700251737 -5.80994759434493 2.8348528552714e-08 5.08107558958307e-06 7.06697545618889 2.78553235088595e-06 6.74456508649719 0.368297785840436 6.07166294336654 2.89644434470853
ENSG00000178947 LINC00086 lincRNA X -0.16805081472189 6.78528505453611 -5.8075638710956 2.86895827027059e-08 5.08506914748405e-06 7.04265532064909 2.78772168748058e-06 6.8897632461349 0.145025852714518 6.53073818773179 0.654437777076392
ENSG00000133083 DCLK1 protein_coding 13 -0.187466941825194 8.73873892164829 -5.78929117418294 3.14407292737481e-08 5.38571541463103e-06 7.01868045237289 2.95254110190297e-06 8.89754122206456 0.438512241817363 8.35183877154319 2.36255672272959
ENSG00000158716 DUSP23 protein_coding 1 0.244194508392226 2.30996710445778 5.69893926386742 4.93134871923804e-08 7.02364953297189e-06 7.01681822204631 3.85048453825179e-06 2.20918447243755 0.167847025940392 2.55551024428888 0.295296649011366
ENSG00000060709 RIMBP2 protein_coding 12 -0.150179608345905 6.50656837081658 -5.79643036778441 3.0336424351071e-08 5.26007218748135e-06 6.99743651989583 2.88366134057593e-06 6.67192557671531 0.267549871724813 6.1036980873542 2.30821982954007
ENSG00000111218 PRMT8 protein_coding 12 -0.176029069689567 4.99348541404566 -5.7853076178272 3.20739069953578e-08 5.38571541463103e-06 6.98762450700391 2.95254110190297e-06 5.17933471138595 0.286798487775073 4.54068894416207 2.87641663791113
ENSG00000132932 ATP8A2 protein_coding 13 -0.166587092038973 6.57626114688061 -5.78549432863709 3.20439530651739e-08 5.38571541463103e-06 6.94591430055682 2.95254110190297e-06 6.72446262497485 0.4039373765985 6.21518845479645 1.86819256642386
ENSG00000145675 PIK3R1 protein_coding 5 -0.104057049569018 8.4821675230426 -5.76238330368477 3.59675132060376e-08 5.97660177773658e-06 6.86932280253678 3.27647509011252e-06 8.54708693031117 0.12512657544867 8.32400023987918 0.356956872536787
ENSG00000078018 MAP2 protein_coding 2 -0.189057592252766 10.1208102173408 -5.73875817503844 4.04631091455131e-08 6.39227636498843e-06 6.82560390226733 3.504354992668e-06 10.2699547525091 0.367978369900293 9.75743989529429 2.0692239402293
ENSG00000067715 SYT1 protein_coding 12 -0.180244601342006 10.4016985756805 -5.73028537217027 4.22056461095722e-08 6.47369679557592e-06 6.80201176839866 3.54899106222175e-06 10.5710454001452 0.475770831480582 9.98910813062096 3.55540064178495
ENSG00000182732 RGS6 protein_coding 14 -0.172439794046312 4.95486040898822 -5.74361080074026 3.94969985772668e-08 6.39227636498843e-06 6.78825029122921 3.504354992668e-06 5.11457757002801 0.292123272923633 4.56573132572763 1.78875996549622
ENSG00000130477 UNC13A protein_coding 19 -0.178036854237182 8.6527865347725 -5.73871075771405 4.04726625416143e-08 6.39227636498843e-06 6.76704515819811 3.504354992668e-06 8.83410561172836 0.386475630627704 8.21102732909821 2.6573008537978
ENSG00000139998 RAB15 protein_coding 14 -0.148845919032292 7.44720165540621 -5.7395842277326 4.02970337045032e-08 6.39227636498843e-06 6.73276582344798 3.504354992668e-06 7.58321608380316 0.214361925676671 7.11582104803909 1.79386262284101
ENSG00000021645 NRXN3 protein_coding 14 -0.135060978787731 7.15719814166441 -5.73672815231972 4.08740875796475e-08 6.39238671637781e-06 6.71170279277993 3.50441548918289e-06 7.27379730139224 0.291371248016386 6.87312018887295 1.10400553298048
ENSG00000164588 HCN1 protein_coding 5 -0.218233489178881 6.31597510895424 -5.72595951922563 4.31233906345768e-08 6.55146978478828e-06 6.65956095077692 3.59162754216711e-06 6.51938428234951 0.42419657248271 5.82039639559121 3.68030897866567
ENSG00000127824 TUBA4A protein_coding 2 -0.170203514025365 7.63501401663239 -5.71731718773805 4.50156909816325e-08 6.77443681640568e-06 6.6275972859697 3.71386187401303e-06 7.77786524734778 0.20563018938347 7.28697647270765 1.49906862521476
ENSG00000122733 KIAA1045 protein_coding 9 -0.180624484266675 7.82091377967471 -5.70978414737725 4.67311384202906e-08 6.96687028112594e-06 6.60111724013146 3.81935718340585e-06 7.98540168991487 0.30072868039457 7.42016141654416 2.40983279896832
ENSG00000124140 SLC12A5 protein_coding 20 -0.206338170584123 8.40508622595715 -5.703695243151 4.81642773404902e-08 7.02257115026215e-06 6.59213666773983 3.84989335044683e-06 8.60236176022403 0.358601167148882 7.92445128792512 3.32232290431826
ENSG00000137727 ARHGAP20 protein_coding 11 -0.149042445740322 5.07662341566001 -5.69991761415047 4.90749150778358e-08 7.02364953297189e-06 6.57005119190925 3.85048453825179e-06 5.22406327846476 0.460783026322111 4.71740629537208 1.85807234982579
ENSG00000173674 EIF1AX protein_coding X 0.114680330368129 7.33384805247689 5.70260470731298 4.84254530171036e-08 7.02257115026215e-06 6.5443610703206 3.84989335044683e-06 7.29348501391167 0.165477551638637 7.43218709189032 0.0939519358326432
ENSG00000109685 WHSC1 protein_coding 4 -0.0741635141112642 6.54662215103275 -5.70270828437248 4.84005876605759e-08 7.02257115026215e-06 6.52379245619856 3.84989335044683e-06 6.58883910279088 0.0394078855697387 6.44376630493112 0.0957750194505143
ENSG00000155367 PPM1J protein_coding 1 -0.192574575392264 2.0300644053711 -5.57427388873933 9.10838207062358e-08 1.15315008563958e-05 6.50645424655965 6.32176556389222e-06 2.13793427654098 0.175859085204412 1.76725417379356 0.567960593060876
ENSG00000167535 CACNB3 protein_coding 12 -0.150113685028302 6.6005678655584 -5.68049863931188 5.40282481316779e-08 7.62706738227015e-06 6.42564050474569 4.18128850105216e-06 6.7282613742674 0.163059037918207 6.28946004434012 1.44468342851176
